"user";"PR";"comments";"coments_review";"commit";"changed_files";"add_lines";"delete_lines";"Did_CommitMerge"
"pavelkornev";6357;9;0;3;2;133;3;FALSE
"bogdanvlviv";6359;9;0;0;0;0;0;FALSE
"huang9";6375;1;0;966;610;33391;10484;TRUE
"FintanK";6394;1;0;0;0;0;0;FALSE
"huanqing";6403;5;0;1;1;1;1;FALSE
"bryzaguy";6418;1;0;1;2;53;10;FALSE
"krolow";6463;12;0;1;1;6;6;FALSE
"neol732";6473;0;0;368;841;197289;42300;TRUE
"omerts";6936;4;6;9;4;41;5;FALSE
"omerts";6482;4;0;3;2;3;3;FALSE
"rajasegar";6502;3;0;1;1;1;1;FALSE
"jyang22";6520;1;0;23;36;20696;4263;TRUE
"scottgago";6528;3;0;1;1;7;5;FALSE
"bingdai";6531;6;2;1;1;9;9;FALSE
"elrumordelaluz";6532;3;2;1;1;3;1;FALSE
"andykenward";6539;8;4;0;0;0;0;FALSE
"keyfoxth";6542;1;0;5;37;456;462;FALSE
"ev1stensberg";7588;1;3;0;0;0;0;FALSE
"ev1stensberg";6636;8;3;0;0;0;0;FALSE
"ev1stensberg";6625;2;0;0;0;0;0;FALSE
"ev1stensberg";6558;2;0;0;0;0;0;FALSE
"ev1stensberg";6550;3;3;0;0;0;0;FALSE
"ferryhinardi";6580;0;0;1;0;0;0;FALSE
"playmusic9";6592;1;1;1;1;5;4;FALSE
"kamidox";6595;2;0;1;1;2;2;FALSE
"cluk3";6596;1;0;1;1;1;1;FALSE
"jrowny";6710;12;0;1;1;2;2;FALSE
"hubery-kung";6720;1;0;60;118;24760;6171;TRUE
"arnav-gudibande";6722;0;0;0;0;0;0;FALSE
"malstoun";6744;2;0;0;0;0;0;FALSE
"MichaelCereda";6745;5;0;1;1;1;1;FALSE
"ezubarev";6759;1;0;0;0;0;0;FALSE
"pvolok";6816;1;0;1;3;16;7;FALSE
"ioctaptceb";6818;3;0;1;1;2;0;FALSE
"ioctaptceb";6817;8;0;1;1;14;0;FALSE
"ankitml";6850;3;2;0;0;0;0;TRUE
"ankitml";6848;3;6;0;0;0;0;TRUE
"ankitml";6847;1;3;0;0;0;0;TRUE
"ankitml";6846;6;3;0;0;0;0;TRUE
"ankitml";6828;4;0;0;0;0;0;TRUE
"gillchristian";6835;3;2;0;0;0;0;TRUE
"raphaelkross";6837;6;0;4;2;186;167;TRUE
"gustavovnicius";6856;3;3;3;1;11;5;FALSE
"kos76";6866;0;0;49;112;24503;6050;TRUE
"fobbyal";6883;2;0;1;1;8;0;FALSE
"f0rk";6893;3;2;2;2;29;2;FALSE
"kevinbarabash";6915;2;0;1;1;41;3;FALSE
"danielberndt";6924;1;0;1;1;58;0;FALSE
"zarkoselak";6925;8;13;0;0;0;0;FALSE
"bendyorke";6934;5;0;3;2;65;10;FALSE
"cpb";6937;2;0;1;1;34;0;FALSE
"philipshurpik";6940;4;1;2;1;20;1;FALSE
"dennyjun";6969;2;0;1;1;11;11;FALSE
"joeporpeglia";6989;5;0;1;1;2;2;FALSE
"nicholaswyoung";6997;1;0;1;1;1;1;FALSE
"git-richard";7011;8;6;2;1;26;0;FALSE
"ZakariaRidouh";7068;7;0;0;0;0;0;FALSE
"ZakariaRidouh";7026;1;0;0;0;0;0;FALSE
"garethx";7030;3;3;1;1;1;1;FALSE
"Huntario";7050;1;0;0;0;0;0;FALSE
"bodyno";7062;4;0;1;0;0;0;FALSE
"franny8";7069;1;0;241;366;46070;13059;TRUE
"felipethome";7084;25;0;2;1;7;5;FALSE
"sthodup1";7090;3;7;1;1;1;1;FALSE
"krishnayelamanchili";7116;1;0;8;8;9;21;FALSE
"tylermcginnis";7117;9;0;1;4;15;2;FALSE
"alexyuly";7134;8;4;1;1;17;0;FALSE
"ibmua";7137;4;0;1;1;1;1;FALSE
"hideokamoto";7138;4;0;1;5;70;70;FALSE
"DDunc";7139;3;1;1;1;1;1;FALSE
"MickyCook";7145;1;0;0;0;0;0;FALSE
"cheesemacfly";7150;3;1;2;1;20;4;FALSE
"nathanmarks";7191;4;0;1;1;25;1;FALSE
"bvella";7225;17;0;0;0;0;0;FALSE
"bvella";7213;9;0;0;0;0;0;FALSE
"pke";7268;5;1;2;1;4;0;FALSE
"amilajack";7286;4;0;1;1;4;1;FALSE
"llqgit";7296;3;0;1;1;2;2;FALSE
"hunterhawes13";7306;4;0;1;1;1;1;FALSE
"hunterhawes13";7305;3;0;1;1;1;1;FALSE
"hunterhawes13";7304;3;0;1;1;1;1;FALSE
"vamsi";7316;5;0;1;1;2;0;FALSE
"elodszopos";7329;1;0;2;2;68;10;FALSE
"halt-hammerzeit";7332;4;3;0;0;0;0;FALSE
"all3fox";7347;3;0;0;0;0;0;FALSE
"mikeappell";7364;6;0;1;1;21;14;FALSE
"denar50";7383;4;1;2;1;9;0;FALSE
"jin";7402;8;35;10;4;155;36;FALSE
"hepeguo";7403;1;3;5;1;214;0;FALSE
"jshawl";7414;3;6;1;1;26;16;FALSE
"TAGraves";7416;3;0;1;5;20;20;FALSE
"uxtx";7419;4;0;1;2;3;3;FALSE
"shoo7830";7420;2;0;1;0;0;0;FALSE
"just-boris";7436;10;0;0;0;0;0;FALSE
"baer";7446;4;0;1;1;317;12;FALSE
"gor181";7471;3;0;0;0;0;0;FALSE
"jdelbello";7517;3;3;1;1;3;3;FALSE
"captainsafia";7537;13;5;2;1;10;0;FALSE
"rkotze";7556;3;0;1;1;1;1;FALSE
"SalehHindi";7577;8;5;3;2;39;0;FALSE
"swarajban";7605;4;0;1;1;1;1;FALSE
"sgharms";7611;4;0;1;1;1;1;FALSE
